QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
0.01	some	atom	is-part-of	operon	Some atoms are part of operons.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	opsonin	Some atoms are part of opsonins.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	oxygen	Some atoms are part of oxygen.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	P	Some atoms are part of Ps.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	pepsin	Some atoms are part of pepsin.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	peptidase	Some atoms are part of peptidases.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	petroleum	Some atoms are part of petroleum.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	phospholipid	Some atoms are part of phospholipids.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	phosphorus	Some atoms are part of phosphorus.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	platinum	Some atoms are part of platinum.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	polymerase	Some atoms are part of polymerases.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	polysaccharide	Some atoms are part of polysaccharides.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	potassium	Some atoms are part of potassium.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	protein	Some atoms are part of proteins.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	radon	Some atoms are part of radons.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	ribose	Some atoms are part of ribose.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	ricin	Some atoms are part of ricin.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	samarium	Some atoms are part of samariums.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	silicon	Some atoms are part of silicon.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	sodium	Some atoms are part of sodium.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	soot	Some atoms are part of soot.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	starch	Some atoms are part of starches.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	sulfur	Some atoms are part of sulfur.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	sulphur	Some atoms are part of sulphur.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	tin	Some atoms are part of tin.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	titanium	Some atoms are part of titanium.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	triglyceride	Some atoms are part of triglyceride.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	trypsin	Some atoms are part of trypsins.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	tungsten	Some atoms are part of tungsten.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	uranium	Some atoms are part of uranium.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.01	some	atom	is-part-of	virion	Some atoms are part of virions.	-	y	n	n	substance_n1	Thing	WordNet3.0
0.01	some	atom	is-part-of	wax	Some atoms are part of wax.	-	y	n	n	substance_n1	material_n1	WordNet3.0
0.01	some	atom	is-part-of	zinc	Some atoms are part of zinc.	-	y	n	n	substance_n1	element_n2	WordNet3.0
0.08	some	attic	is-part-of	bungalow	Some attics are part of bungalows.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	castle	Some attics are part of castles.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	convent	Some attics are part of convents.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	cottage	Some attics are part of cottages.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	dairy	Some attics are part of dairies.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.08	some	attic	is-part-of	farm	Some attics are part of farms.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
0.08	some	attic	is-part-of	farmhouse	Some attics are part of farmhouses.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	house	Some attics are part of houses.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	manor	Some attics are part of manors.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	monastery	Some attics are part of monasteries.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	palace	Some attics are part of palaces.	-	y	n	n	artifact_n1	building_n1	WordNet3.0
0.08	some	attic	is-part-of	ranch	Some attics are part of ranches.	-	y	n	n	artifact_n1	location_n1	WordNet3.0
1.00	most	audio	is-part-of	television	Most audios are part of television.	-	y	n	n	auditory_communication_n1	artifact_n1	WordNet3.0
0.50	some	Austin	is-part-of	America	Some Austin is part of America.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Austin	is-part-of	Texas	Some Austin is part of Texas.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Australian capital	is-part-of	Australia	Most Australian capital is part of Australia.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Australian state	is-part-of	Australia	Most Australian states are part of Australia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Austria	is-part-of	Eurasia	Some Austria is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Austria	is-part-of	Europe	Some Austria is part of Europe.	-	y	n	n	Thing	Thing	WordNet3.0
0.20	some	auto accessory	is-part-of	ambulance	Some auto accessories are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	auto accessory	is-part-of	auto	Some auto accessories are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	auto accessory	is-part-of	automobile	Some auto accessories are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	auto accessory	is-part-of	car	Some auto accessories are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	auto accessory	is-part-of	taxi	Some auto accessories are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile engine	is-part-of	ambulance	Some automobile engines are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile engine	is-part-of	auto	Some automobile engines are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile engine	is-part-of	automobile	Some automobile engines are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile engine	is-part-of	car	Some automobile engines are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile engine	is-part-of	taxi	Some automobile engines are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile trunk	is-part-of	ambulance	Some automobile trunks are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile trunk	is-part-of	auto	Some automobile trunks are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile trunk	is-part-of	automobile	Some automobile trunks are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile trunk	is-part-of	car	Some automobile trunks are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.20	some	automobile trunk	is-part-of	taxi	Some automobile trunks are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	ambulance	Some automobile batteries are part of ambulances.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	auto	Some automobile batteries are part of autos.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	automobile	Some automobile batteries are part of automobiles.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	car	Some automobile batteries are part of cars.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	dumper	Some automobile batteries are part of dumpers.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	go-kart	Some automobile batteries are part of go-karts.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	motorbike	Some automobile batteries are part of motorbikes.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	pickup	Some automobile batteries are part of pickups.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	taxi	Some automobile batteries are part of taxis.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.10	some	automobile battery	is-part-of	truck	Some automobile batteries are part of trucks.	-	y	n	n	Thing	transport_n1	WordNet3.0
0.50	some	ax handle	is-part-of	ax	Some ax handles are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	ax handle	is-part-of	axe	Some ax handles are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	ax head	is-part-of	ax	Some ax heads are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	ax head	is-part-of	axe	Some ax heads are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	axe handle	is-part-of	ax	Some axe handles are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	axe handle	is-part-of	axe	Some axe handles are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	axe head	is-part-of	ax	Some axe heads are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.50	some	axe head	is-part-of	axe	Some axe heads are part of axes.	-	y	n	n	Thing	tool_n1	WordNet3.0
0.07	some	axle	is-part-of	bicycle	Some axles are part of bicycles.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	bike	Some axles are part of bikes.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	bulldozer	Some axles are part of bulldozers.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	carriage	Some axles are part of carriage.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	go-cart	Some axles are part of go-carts.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	gondola	Some axles are part of gondolas.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	pram	Some axles are part of prams.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	pushchair	Some axles are part of pushchairs.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	scooter	Some axles are part of scooters.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	stroller	Some axles are part of strollers.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	tank	Some axles are part of tanks.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	tractor	Some axles are part of tractors.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	tricycle	Some axles are part of tricycles.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	trolley	Some axles are part of trolleys.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.07	some	axle	is-part-of	wheelbarrow	Some axles are part of wheelbarrows.	-	y	n	n	artifact_n1	transport_n1	WordNet3.0
0.25	some	axon	is-part-of	brain	Some axons are part of brains.	-	y	n	n	material_n1	body_part_n1	WordNet3.0
0.25	some	axon	is-part-of	cortex	Some axons are part of cortexes.	-	y	n	n	material_n1	body_part_n1	WordNet3.0
0.25	some	axon	is-part-of	neocortex	Some axons are part of neocortexs.	-	y	n	n	material_n1	body_part_n1	WordNet3.0
0.25	some	axon	is-part-of	neuron	Some axons are part of neurons.	-	y	n	n	material_n1	Thing	WordNet3.0
0.17	some	baby tooth	is-part-of	child	Some baby teeth are part of children.	-	y	n	n	Thing	person_n1	WordNet3.0
0.17	some	baby tooth	is-part-of	kid	Some baby teeth are part of kids.	-	y	n	n	Thing	person_n1	WordNet3.0
0.17	some	baby tooth	is-part-of	nipper	Some baby teeth are part of nippers.	-	y	n	n	Thing	person_n1	WordNet3.0
0.17	some	baby tooth	is-part-of	orphan	Some baby teeth are part of orphans.	-	y	n	n	Thing	person_n1	WordNet3.0
0.17	some	baby tooth	is-part-of	toddler	Some baby teeth are part of toddlers.	-	y	n	n	Thing	person_n1	WordNet3.0
0.17	some	baby tooth	is-part-of	tot	Some baby teeth are part of tots.	-	y	n	n	Thing	person_n1	WordNet3.0
0.09	some	back	is-part-of	ambulance	Some backs are part of ambulances.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	back	is-part-of	armchair	Some backs are part of armchairs.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
0.09	some	back	is-part-of	auto	Some backs are part of autos.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	back	is-part-of	automobile	Some backs are part of automobiles.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	back	is-part-of	body	Some backs are part of bodies.	-	y	n	n	device_n1	Thing	WordNet3.0
0.09	some	back	is-part-of	car	Some backs are part of cars.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	back	is-part-of	cathedral	Some backs are part of cathedrals.	-	y	n	n	device_n1	building_n1	WordNet3.0
0.09	some	back	is-part-of	chair	Some backs are part of chairs.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
0.09	some	back	is-part-of	taxi	Some backs are part of taxis.	-	y	n	n	device_n1	transport_n1	WordNet3.0
0.09	some	back	is-part-of	throne	Some backs are part of thrones.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
0.09	some	back	is-part-of	wheelchair	Some backs are part of wheelchairs.	-	y	n	n	device_n1	artifact_n1	WordNet3.0
1.00	most	backbone	is-part-of	endoskeleton	Most backbones are part of endoskeletons.	-	y	n	n	body_part_n1	body_part_n1	WordNet3.0
1.00	most	bacon rind	is-part-of	bacon	Most bacon rinds are part of bacon.	-	y	n	n	Thing	Thing	WordNet3.0
1.00	most	Bahamas	is-part-of	Atlantic	Most Bahamas is part of Atlantic.	-	y	n	n	Thing	Thing	WordNet3.0
0.17	some	balance wheel	is-part-of	alarm	Some balance wheels are part of alarm.	-	y	n	n	Thing	measuring_instrument_n1	WordNet3.0
0.17	some	balance wheel	is-part-of	clock	Some balance wheels are part of clocks.	-	y	n	n	Thing	measuring_instrument_n1	WordNet3.0
0.17	some	balance wheel	is-part-of	stopwatch	Some balance wheels are part of stopwatches.	-	y	n	n	Thing	measuring_instrument_n1	WordNet3.0
0.17	some	balance wheel	is-part-of	timepiece	Some balance wheels are part of timepieces.	-	y	n	n	Thing	measuring_instrument_n1	WordNet3.0
0.17	some	balance wheel	is-part-of	timer	Some balance wheels are part of timers.	-	y	n	n	Thing	measuring_instrument_n1	WordNet3.0
0.17	some	balance wheel	is-part-of	wristwatch	Some balance wheels are part of wristwatchs.	-	y	n	n	Thing	measuring_instrument_n1	WordNet3.0
0.04	some	band	is-part-of	anorak	Some bands are part of anoraks.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	cape	Some bands are part of capes.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	coat	Some bands are part of coats.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	denim	Some bands are part of denims.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	diaper	Some bands are part of diapers.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	domino	Some bands are part of dominoes.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	garment	Some bands are part of garments.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	jacket	Some bands are part of jackets.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	jean	Some bands are part of jeans.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	jersey	Some bands are part of jerseys.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	kilt	Some bands are part of kilts.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	laundry	Some bands are part of laundries.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	legging	Some bands are part of leggings.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	mac	Some bands are part of macs.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	nightdress	Some bands are part of nightdresses.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	raglan	Some bands are part of raglans.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	raincoat	Some bands are part of raincoats.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	robe	Some bands are part of robes.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	scarf	Some bands are part of scarves.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	shawl	Some bands are part of shawls.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	shirt	Some bands are part of shirts.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	suit	Some bands are part of suits.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.04	some	band	is-part-of	underwear	Some bands are part of underwears.	-	y	n	n	artifact_n1	clothing_n1	WordNet3.0
0.50	some	Bangladesh	is-part-of	Asia	Some Bangladesh is part of Asia.	-	y	n	n	Thing	Thing	WordNet3.0
0.50	some	Bangladesh	is-part-of	Eurasia	Some Bangladesh is part of Eurasia.	-	y	n	n	Thing	Thing	WordNet3.0
0.33	some	barb	is-part-of	feather	Some barbs are part of feathers.	-	y	n	n	material_n1	material_n1	WordNet3.0
0.33	some	barb	is-part-of	plumage	Some barbs are part of plumages.	-	y	n	n	material_n1	material_n1	WordNet3.0
0.33	some	barb	is-part-of	plume	Some barbs are part of plumes.	-	y	n	n	material_n1	material_n1	WordNet3.0
1.00	most	Barbary	is-part-of	Africa	Most Barbary is part of Africa.	-	y	n	n	Thing	Thing	WordNet3.0
0.03	some	bark	is-part-of	acacia	Some bark is part of acacias.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	apricot	Some bark is part of apricots.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	aspen	Some bark is part of aspen.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	baobab	Some bark is part of baobabs.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	beech	Some bark is part of beeches.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	carrot	Some bark is part of carrots.	-	y	n	n	sound_n4	plant_part_n1	WordNet3.0
0.03	some	bark	is-part-of	cedar	Some bark is part of cedar.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	chicot	Some bark is part of chicots.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	coco	Some bark is part of cocos.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	conifer	Some bark is part of conifers.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
0.03	some	bark	is-part-of	elm	Some bark is part of elms.	-	y	n	n	sound_n4	plant_n2	WordNet3.0
